date,instrument,weight
2021-03-26,ZF_FRONT_VOLUME,-0.42520684
2021-03-26,ZN_FRONT_VOLUME,-0.41060614
2021-03-26,ZT_FRONT_VOLUME,-0.22020456
2021-04-02,6B_FRONT_CALENDAR,0.19106062
2021-04-02,6E_FRONT_CALENDAR,-0.20112039
2021-04-02,6J_FRONT_CALENDAR,-0.38356546
2021-04-02,CL_FRONT_VOLUME,0.05681925
2021-04-02,ES_FRONT_CALENDAR_2D,0.10199681
2021-04-02,GC_FRONT_VOLUME,-0.03560444
2021-04-02,NQ_FRONT_CALENDAR_2D,0.01707085
2021-04-02,RTY_FRONT_CALENDAR_2D,0.11610403
2021-04-02,SR3_FRONT_CALENDAR,0.33076261
2021-04-02,UB_FRONT_VOLUME,-0.12622920
2021-04-02,ZF_FRONT_VOLUME,-0.37960290
2021-04-02,ZN_FRONT_VOLUME,-0.34814880
2021-04-02,ZT_FRONT_VOLUME,-0.24023816
2021-04-09,6B_FRONT_CALENDAR,0.14710592
2021-04-09,6E_FRONT_CALENDAR,-0.23640558
2021-04-09,6J_FRONT_CALENDAR,-0.39290503
2021-04-09,CL_FRONT_VOLUME,0.05136850
2021-04-09,ES_FRONT_CALENDAR_2D,0.11535231
2021-04-09,GC_FRONT_VOLUME,-0.03313442
2021-04-09,NQ_FRONT_CALENDAR_2D,0.03311753
2021-04-09,RTY_FRONT_CALENDAR_2D,0.10875163
2021-04-09,SR3_FRONT_CALENDAR,0.34897644
2021-04-09,UB_FRONT_VOLUME,-0.11087351
2021-04-09,ZF_FRONT_VOLUME,-0.35750457
2021-04-09,ZN_FRONT_VOLUME,-0.31347296
2021-04-09,ZT_FRONT_VOLUME,-0.27072059
2021-04-16,6B_FRONT_CALENDAR,0.12652383
2021-04-16,6E_FRONT_CALENDAR,-0.24718279
2021-04-16,6J_FRONT_CALENDAR,-0.38395997
2021-04-16,CL_FRONT_VOLUME,0.05066949
2021-04-16,ES_FRONT_CALENDAR_2D,0.15019016
2021-04-16,GC_FRONT_VOLUME,-0.03660144
2021-04-16,NQ_FRONT_CALENDAR_2D,0.05433321
2021-04-16,RTY_FRONT_CALENDAR_2D,0.10437944
2021-04-16,SR3_FRONT_CALENDAR,0.33170766
2021-04-16,UB_FRONT_VOLUME,-0.10788374
2021-04-16,ZF_FRONT_VOLUME,-0.39523948
2021-04-16,ZN_FRONT_VOLUME,-0.27217301
2021-04-16,ZT_FRONT_VOLUME,-0.39151263
2021-04-23,6B_FRONT_CALENDAR,0.11089107
2021-04-23,6E_FRONT_CALENDAR,-0.19601748
2021-04-23,6J_FRONT_CALENDAR,-0.34084626
2021-04-23,CL_FRONT_VOLUME,0.04872838
2021-04-23,ES_FRONT_CALENDAR_2D,0.17573767
2021-04-23,GC_FRONT_VOLUME,-0.05867921
2021-04-23,NQ_FRONT_CALENDAR_2D,0.05796274
2021-04-23,RTY_FRONT_CALENDAR_2D,0.09132668
2021-04-23,SR3_FRONT_CALENDAR,0.33167732
2021-04-23,UB_FRONT_VOLUME,-0.10216936
2021-04-23,ZF_FRONT_VOLUME,-0.39253360
2021-04-23,ZN_FRONT_VOLUME,-0.27193410
2021-04-23,ZT_FRONT_VOLUME,-0.42956215
2021-04-30,6B_FRONT_CALENDAR,0.08796228
2021-04-30,6E_FRONT_CALENDAR,-0.17068528
2021-04-30,6J_FRONT_CALENDAR,-0.35506521
2021-04-30,CL_FRONT_VOLUME,0.04856795
2021-04-30,ES_FRONT_CALENDAR_2D,0.20199336
2021-04-30,GC_FRONT_VOLUME,-0.06932484
2021-04-30,NQ_FRONT_CALENDAR_2D,0.05644964
2021-04-30,RTY_FRONT_CALENDAR_2D,0.09667828
2021-04-30,SR3_FRONT_CALENDAR,0.27848880
2021-04-30,UB_FRONT_VOLUME,-0.09761350
2021-04-30,ZF_FRONT_VOLUME,-0.36708643
2021-04-30,ZN_FRONT_VOLUME,-0.26642635
2021-04-30,ZT_FRONT_VOLUME,-0.44465822
2021-05-07,6B_FRONT_CALENDAR,0.13179362
2021-05-07,6E_FRONT_CALENDAR,-0.11969476
2021-05-07,6J_FRONT_CALENDAR,-0.38251699
2021-05-07,CL_FRONT_VOLUME,0.05735824
2021-05-07,ES_FRONT_CALENDAR_2D,0.23223114
2021-05-07,GC_FRONT_VOLUME,-0.07141205
2021-05-07,NQ_FRONT_CALENDAR_2D,0.04159476
2021-05-07,RTY_FRONT_CALENDAR_2D,0.09658588
2021-05-07,SR3_FRONT_CALENDAR,0.21873818
2021-05-07,UB_FRONT_VOLUME,-0.12015521
2021-05-07,ZF_FRONT_VOLUME,-0.38147119
2021-05-07,ZN_FRONT_VOLUME,-0.28482184
2021-05-07,ZT_FRONT_VOLUME,-0.46799305
2021-05-14,6B_FRONT_CALENDAR,0.17620069
2021-05-14,6E_FRONT_CALENDAR,-0.09404111
2021-05-14,6J_FRONT_CALENDAR,-0.38854959
2021-05-14,CL_FRONT_VOLUME,0.06497694
2021-05-14,ES_FRONT_CALENDAR_2D,0.22684398
2021-05-14,GC_FRONT_VOLUME,-0.05433672
2021-05-14,NQ_FRONT_CALENDAR_2D,0.01218982
2021-05-14,RTY_FRONT_CALENDAR_2D,0.09307033
2021-05-14,SR3_FRONT_CALENDAR,0.25340886
2021-05-14,UB_FRONT_VOLUME,-0.14839053
2021-05-14,ZF_FRONT_VOLUME,-0.38032143
2021-05-14,ZN_FRONT_VOLUME,-0.30319825
2021-05-14,ZT_FRONT_VOLUME,-0.44166877
2021-05-21,6B_FRONT_CALENDAR,0.23680672
2021-05-21,6E_FRONT_CALENDAR,-0.05809884
2021-05-21,6J_FRONT_CALENDAR,-0.38177360
2021-05-21,CL_FRONT_VOLUME,0.07000067
2021-05-21,ES_FRONT_CALENDAR_2D,0.23042033
2021-05-21,GC_FRONT_VOLUME,-0.02289598
2021-05-21,NQ_FRONT_CALENDAR_2D,-0.00942313
2021-05-21,RTY_FRONT_CALENDAR_2D,0.07911302
2021-05-21,SR3_FRONT_CALENDAR,0.25942836
2021-05-21,UB_FRONT_VOLUME,-0.17731478
2021-05-21,ZF_FRONT_VOLUME,-0.39587337
2021-05-21,ZN_FRONT_VOLUME,-0.33509103
2021-05-21,ZT_FRONT_VOLUME,-0.44264889
2021-05-28,6B_FRONT_CALENDAR,0.27084566
2021-05-28,6E_FRONT_CALENDAR,-0.07083754
2021-05-28,6J_FRONT_CALENDAR,-0.40960552
2021-05-28,CL_FRONT_VOLUME,0.06966437
2021-05-28,ES_FRONT_CALENDAR_2D,0.20939570
2021-05-28,GC_FRONT_VOLUME,0.01888991
2021-05-28,NQ_FRONT_CALENDAR_2D,-0.02269469
2021-05-28,RTY_FRONT_CALENDAR_2D,0.05782082
2021-05-28,SR3_FRONT_CALENDAR,0.26571239
2021-05-28,UB_FRONT_VOLUME,-0.18216945
2021-05-28,ZF_FRONT_VOLUME,-0.36468242
2021-05-28,ZN_FRONT_VOLUME,-0.32281639
2021-05-28,ZT_FRONT_VOLUME,-0.36864485
2021-06-04,6B_FRONT_CALENDAR,0.29394636
2021-06-04,6E_FRONT_CALENDAR,-0.07066392
2021-06-04,6J_FRONT_CALENDAR,-0.40776081
2021-06-04,CL_FRONT_VOLUME,0.07834592
2021-06-04,ES_FRONT_CALENDAR_2D,0.21878621
2021-06-04,GC_FRONT_VOLUME,0.07102343
2021-06-04,NQ_FRONT_CALENDAR_2D,-0.01917725
2021-06-04,RTY_FRONT_CALENDAR_2D,0.04483827
2021-06-04,SR3_FRONT_CALENDAR,0.21361751
2021-06-04,UB_FRONT_VOLUME,-0.18497802
2021-06-04,ZF_FRONT_VOLUME,-0.39930163
2021-06-04,ZN_FRONT_VOLUME,-0.34430305
2021-06-04,ZT_FRONT_VOLUME,-0.46931087
2021-06-11,6B_FRONT_CALENDAR,0.33659788
2021-06-11,6E_FRONT_CALENDAR,-0.14560160
2021-06-11,6J_FRONT_CALENDAR,-0.57195458
2021-06-11,CL_FRONT_VOLUME,0.12156653
2021-06-11,ES_FRONT_CALENDAR_2D,0.32322671
2021-06-11,GC_FRONT_VOLUME,0.12972231
2021-06-11,NQ_FRONT_CALENDAR_2D,0.00188744
2021-06-11,RTY_FRONT_CALENDAR_2D,0.05212257
2021-06-11,SR3_FRONT_CALENDAR,0.11780937
2021-06-11,UB_FRONT_VOLUME,-0.21200585
2021-06-11,ZF_FRONT_VOLUME,-0.54632259
2021-06-11,ZN_FRONT_VOLUME,-0.41927401
2021-06-11,ZT_FRONT_VOLUME,-0.76186505
2021-06-18,6B_FRONT_CALENDAR,0.22993995
2021-06-18,6E_FRONT_CALENDAR,-0.19776487
2021-06-18,6J_FRONT_CALENDAR,-0.47634576
2021-06-18,CL_FRONT_VOLUME,0.11742232
2021-06-18,ES_FRONT_CALENDAR_2D,0.28126680
2021-06-18,GC_FRONT_VOLUME,0.09937352
2021-06-18,NQ_FRONT_CALENDAR_2D,0.01795344
2021-06-18,RTY_FRONT_CALENDAR_2D,0.04852366
2021-06-18,SR3_FRONT_CALENDAR,0.02962865
2021-06-18,UB_FRONT_VOLUME,-0.14455528
2021-06-18,ZF_FRONT_VOLUME,-0.46881536
2021-06-18,ZN_FRONT_VOLUME,-0.31476806
2021-06-18,ZT_FRONT_VOLUME,-0.69519801
2021-06-25,6B_FRONT_CALENDAR,0.17730750
2021-06-25,6E_FRONT_CALENDAR,-0.31367711
2021-06-25,6J_FRONT_CALENDAR,-0.48790288
2021-06-25,CL_FRONT_VOLUME,0.14318895
2021-06-25,ES_FRONT_CALENDAR_2D,0.31084592
2021-06-25,GC_FRONT_VOLUME,0.07559589
2021-06-25,NQ_FRONT_CALENDAR_2D,0.04901772
2021-06-25,RTY_FRONT_CALENDAR_2D,0.06454908
2021-06-25,SR3_FRONT_CALENDAR,-0.07499500
2021-06-25,UB_FRONT_VOLUME,-0.10819926
2021-06-25,ZF_FRONT_VOLUME,-0.51303194
2021-06-25,ZN_FRONT_VOLUME,-0.29415748
2021-06-25,ZT_FRONT_VOLUME,-0.79501035
2021-07-02,6B_FRONT_CALENDAR,0.09783027
2021-07-02,6E_FRONT_CALENDAR,-0.38485070
2021-07-02,6J_FRONT_CALENDAR,-0.43859320
2021-07-02,CL_FRONT_VOLUME,0.13813676
2021-07-02,ES_FRONT_CALENDAR_2D,0.28232332
2021-07-02,GC_FRONT_VOLUME,0.05064894
2021-07-02,NQ_FRONT_CALENDAR_2D,0.06618413
2021-07-02,RTY_FRONT_CALENDAR_2D,0.06178519
2021-07-02,SR3_FRONT_CALENDAR,-0.13410225
2021-07-02,UB_FRONT_VOLUME,-0.05187964
