date,instrument,weight
2024-06-07,SR3_FRONT_CALENDAR,0.35456852
2024-06-07,UB_FRONT_VOLUME,-0.01335226
2024-06-07,ZF_FRONT_VOLUME,-0.14849131
2024-06-07,ZN_FRONT_VOLUME,-0.13535082
2024-06-07,ZT_FRONT_VOLUME,0.04912838
2024-06-14,6B_FRONT_CALENDAR,-0.29290526
2024-06-14,6E_FRONT_CALENDAR,-0.45009371
2024-06-14,6J_FRONT_CALENDAR,-0.50410696
2024-06-14,CL_FRONT_VOLUME,-0.09055882
2024-06-14,ES_FRONT_CALENDAR_2D,0.15941224
2024-06-14,GC_FRONT_VOLUME,0.36528277
2024-06-14,NQ_FRONT_CALENDAR_2D,-0.06406678
2024-06-14,RTY_FRONT_CALENDAR_2D,0.17821494
2024-06-14,SR3_FRONT_CALENDAR,0.33293048
2024-06-14,UB_FRONT_VOLUME,0.01779391
2024-06-14,ZF_FRONT_VOLUME,-0.07599167
2024-06-14,ZN_FRONT_VOLUME,-0.05741546
2024-06-14,ZT_FRONT_VOLUME,0.13865899
2024-06-21,6B_FRONT_CALENDAR,-0.31026412
2024-06-21,6E_FRONT_CALENDAR,-0.52765296
2024-06-21,6J_FRONT_CALENDAR,-0.52687834
2024-06-21,CL_FRONT_VOLUME,-0.09603883
2024-06-21,ES_FRONT_CALENDAR_2D,0.16848173
2024-06-21,GC_FRONT_VOLUME,0.34169586
2024-06-21,NQ_FRONT_CALENDAR_2D,-0.04531151
2024-06-21,RTY_FRONT_CALENDAR_2D,0.17187717
2024-06-21,SR3_FRONT_CALENDAR,0.25264049
2024-06-21,UB_FRONT_VOLUME,0.04671071
2024-06-21,ZF_FRONT_VOLUME,-0.02227893
2024-06-21,ZN_FRONT_VOLUME,0.01619785
2024-06-21,ZT_FRONT_VOLUME,0.18585486
2024-06-28,6B_FRONT_CALENDAR,-0.32064670
2024-06-28,6E_FRONT_CALENDAR,-0.56010099
2024-06-28,6J_FRONT_CALENDAR,-0.52895419
2024-06-28,CL_FRONT_VOLUME,-0.10580898
2024-06-28,ES_FRONT_CALENDAR_2D,0.18950197
2024-06-28,GC_FRONT_VOLUME,0.30582965
2024-06-28,NQ_FRONT_CALENDAR_2D,-0.01869811
2024-06-28,RTY_FRONT_CALENDAR_2D,0.15048211
2024-06-28,SR3_FRONT_CALENDAR,0.17889971
2024-06-28,UB_FRONT_VOLUME,0.06298301
2024-06-28,ZF_FRONT_VOLUME,0.04438393
2024-06-28,ZN_FRONT_VOLUME,0.06363720
2024-06-28,ZT_FRONT_VOLUME,0.23799647
2024-07-05,6B_FRONT_CALENDAR,-0.31243455
2024-07-05,6E_FRONT_CALENDAR,-0.53043945
2024-07-05,6J_FRONT_CALENDAR,-0.54862134
2024-07-05,CL_FRONT_VOLUME,-0.09519791
2024-07-05,ES_FRONT_CALENDAR_2D,0.20917103
2024-07-05,GC_FRONT_VOLUME,0.25759807
2024-07-05,NQ_FRONT_CALENDAR_2D,0.02740755
2024-07-05,RTY_FRONT_CALENDAR_2D,0.11441294
2024-07-05,SR3_FRONT_CALENDAR,0.10898629
2024-07-05,UB_FRONT_VOLUME,0.06362484
2024-07-05,ZF_FRONT_VOLUME,0.08164579
2024-07-05,ZN_FRONT_VOLUME,0.09739939
2024-07-05,ZT_FRONT_VOLUME,0.24367927
2024-07-12,6B_FRONT_CALENDAR,-0.35419434
2024-07-12,6E_FRONT_CALENDAR,-0.60263600
2024-07-12,6J_FRONT_CALENDAR,-0.64331063
2024-07-12,CL_FRONT_VOLUME,-0.12326186
2024-07-12,ES_FRONT_CALENDAR_2D,0.27155081
2024-07-12,GC_FRONT_VOLUME,0.26473366
2024-07-12,NQ_FRONT_CALENDAR_2D,0.05941620
2024-07-12,RTY_FRONT_CALENDAR_2D,0.11748020
2024-07-12,SR3_FRONT_CALENDAR,-0.01667826
2024-07-12,UB_FRONT_VOLUME,0.08037655
2024-07-12,ZF_FRONT_VOLUME,0.16140968
2024-07-12,ZN_FRONT_VOLUME,0.16488011
2024-07-12,ZT_FRONT_VOLUME,0.33562595
2024-07-19,6B_FRONT_CALENDAR,-0.22831238
2024-07-19,6E_FRONT_CALENDAR,-0.39361660
2024-07-19,6J_FRONT_CALENDAR,-0.47784996
2024-07-19,CL_FRONT_VOLUME,-0.11617024
2024-07-19,ES_FRONT_CALENDAR_2D,0.20319492
2024-07-19,GC_FRONT_VOLUME,0.18360705
2024-07-19,NQ_FRONT_CALENDAR_2D,0.02763530
2024-07-19,RTY_FRONT_CALENDAR_2D,0.09418820
2024-07-19,SR3_FRONT_CALENDAR,-0.09672329
2024-07-19,UB_FRONT_VOLUME,0.07270384
2024-07-19,ZF_FRONT_VOLUME,0.16449292
2024-07-19,ZN_FRONT_VOLUME,0.16294058
2024-07-19,ZT_FRONT_VOLUME,0.28629003
2024-07-26,6B_FRONT_CALENDAR,-0.25314671
2024-07-26,6E_FRONT_CALENDAR,-0.45030095
2024-07-26,6J_FRONT_CALENDAR,-0.55430350
2024-07-26,CL_FRONT_VOLUME,-0.18451771
2024-07-26,ES_FRONT_CALENDAR_2D,0.23357420
2024-07-26,GC_FRONT_VOLUME,0.21598249
2024-07-26,NQ_FRONT_CALENDAR_2D,-0.01372232
2024-07-26,RTY_FRONT_CALENDAR_2D,0.13703623
2024-07-26,SR3_FRONT_CALENDAR,-0.21480465
2024-07-26,UB_FRONT_VOLUME,0.09478630
2024-07-26,ZF_FRONT_VOLUME,0.30246588
2024-07-26,ZN_FRONT_VOLUME,0.28045134
2024-07-26,ZT_FRONT_VOLUME,0.45266782
2024-08-02,6B_FRONT_CALENDAR,-0.18839542
2024-08-02,6E_FRONT_CALENDAR,-0.29300795
2024-08-02,6J_FRONT_CALENDAR,-0.34417220
2024-08-02,CL_FRONT_VOLUME,-0.15132252
2024-08-02,ES_FRONT_CALENDAR_2D,0.12657568
2024-08-02,GC_FRONT_VOLUME,0.14862360
2024-08-02,NQ_FRONT_CALENDAR_2D,-0.04660846
